episode_id,seed_id,split,scenario_id,scenario_type,storm_severity,controller_type,time_s,scenario_phase,control_timestep_s,sample_interval_s,communication_delay_ms,sensor_noise_level,gust_start_s,wave_event_start_s,yaw_error_initial_deg,mean_wind_speed_mps,wind_speed_mps,rotor_arrival_wind_speed_mps,wind_direction_deg,turbulence_intensity,lidar_preview_wind_speed_5s_mps,lidar_preview_wind_speed_10s_mps,lidar_preview_wind_speed_20s_mps,lidar_preview_wind_speed_30s_mps,lidar_preview_direction_30s_deg,preview_confidence,wave_elevation_m,significant_wave_height_m,wave_transient_factor,platform_pitch_deg,platform_pitch_rate_deg_s,platform_surge_m,platform_heave_m,yaw_misalignment_deg,rotor_speed_rpm,generator_speed_rpm,blade_pitch_1_deg,blade_pitch_2_deg,blade_pitch_3_deg,yaw_angle_deg,M_tb_kNm,M_tb_norm,M_br_1_kNm,M_br_2_kNm,M_br_3_kNm,M_br_mean_kNm,Gamma_br_kNm,T_m_kN,T_m_safe_kN,a_n_mps2,generated_power_MW,rated_power_MW,e_P,delta_beta_1_deg,delta_beta_2_deg,delta_beta_3_deg,delta_yaw_deg,pitch_rate_1_deg_s,pitch_rate_2_deg_s,pitch_rate_3_deg_s,yaw_rate_deg_s,mooring_safety_margin,raw_action_violation,applied_action_violation,safety_projection_active,N_viol_pre_cumulative,N_viol_applied_cumulative,DEL_proxy_increment,load_reduction_reference
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,69.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.951,19.079,231.931,0.18,19.302,18.828,19.629,19.994,229.933,0.746,4.152,9,1.9,2.44,0.278,0.984,1.45,6.117,12.01,1163.85,8.481,8.481,8.481,225.845,34582.649,2.50395,4005.936,4936.825,5366.727,4769.829,509.262,6564.279,7600,0.22819,4.9969,5,-0.000621,0.03128,0.03128,0.03128,0.03084,0.05603,0.05603,0.05603,0.00068,0.136279,0,0,0,28,4,0.01595952,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,70,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.722,18.735,232.527,0.18,19.591,18.895,18.538,19.598,231.865,0.765,4.59,9,1.9,2.888,0.245,1.066,1.634,5.849,12.044,1168.487,8.416,8.416,8.416,226.704,36053.667,2.61046,3958.172,5143.78,5143.78,4748.577,526.937,6665.93,7600,0.2302,4.96802,5,-0.006396,0.00716,0.00716,0.00716,0.02614,-0.06032,-0.06032,-0.06032,-0.01176,0.122904,0,0,0,28,4,0.01882648,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,70.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.066,18.731,232.628,0.18,20.15,19.659,19.446,18.929,233.348,0.762,1.809,9,1.9,1.496,0.306,0.632,0.628,4.825,12.124,1176.342,8.4,8.4,8.4,227.827,31826.351,2.30438,3787.697,5043.934,4647.063,4492.898,470.134,6039.015,7600,0.22375,5.00221,5,0.000441,-0.00753,-0.00753,-0.00753,0.02368,-0.03671,-0.03671,-0.03671,-0.00614,0.205393,0,0,0,28,4,0.01144802,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,70.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.471,19.327,230.915,0.18,18.874,18.758,18.584,18.52,230.726,0.772,5.194,9,1.9,3.52,0.308,1.15,1.784,6.142,12.106,1173.16,8.473,8.473,8.473,224.804,39093.396,2.83055,4324.501,5710.004,4891.14,4975.215,489.859,7007.012,7600,0.23693,5.02032,5,0.004065,-0.0064,-0.0064,-0.0064,0.03082,0.00282,0.00282,0.00282,0.01786,0.078025,0,0,0,28,4,0.02597699,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,71.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.8,19.541,232.077,0.18,18.567,18.986,18.803,19.543,232.714,0.776,1.72,9,1.9,1.671,0.234,0.676,0.641,4.847,12.074,1168.612,8.52,8.52,8.52,227.258,33074.142,2.39472,4293.175,5468.052,4427.605,4729.611,492.294,6311.1,7600,0.22456,5.08862,5,0.017724,0.01534,0.01534,0.01534,0.02773,0.05436,0.05436,0.05436,-0.00772,0.169592,0,0,0,28,4,0.01335629,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,71.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.085,19.452,230.659,0.18,18.593,19.033,19.324,19.453,228.103,0.75,2.975,9,1.9,2.493,0.256,0.869,1.033,4.693,12.056,1169.534,8.5,8.5,8.5,225.991,34122.274,2.47061,4597.29,5543.595,4332.539,4824.474,479.413,6525.595,7600,0.2269,5.04423,5,0.008846,0.00565,0.00565,0.00565,0.02628,-0.02422,-0.02422,-0.02422,-0.00363,0.141369,0,0,0,28,4,0.01513082,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,72,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.637,18.659,230.935,0.18,19.135,18.915,18.19,18.645,229.975,0.74,1.227,9,1.9,1.465,0.248,0.552,0.448,6.055,11.99,1162.342,8.388,8.388,8.388,224.909,32426.979,2.34787,4519.325,5212.269,3826.38,4519.325,461.963,5938.381,7600,0.22366,4.9974,5,-0.000521,-0.0109,-0.0109,-0.0109,0.02886,-0.04137,-0.04137,-0.04137,0.00644,0.218634,0,0,0,28,4,0.01231286,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,72.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.694,18.656,231.725,0.18,18.516,18.226,19.058,19.034,231.3,0.745,0.474,9,1.9,1.141,0.193,0.476,0.214,5.599,12.028,1169.012,8.409,8.409,8.409,226.146,31251.296,2.26274,4671.833,4952.142,3669.916,4431.297,507.587,5943.454,7600,0.22043,5.02355,5,0.004711,0.01008,0.01008,0.01008,0.02033,0.05244,0.05244,0.05244,-0.02132,0.217967,0,0,0,28,4,0.01064818,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,72.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.977,18.63,232.312,0.18,18.942,18.257,19.295,17.9,230.108,0.758,-0.338,9,1.9,0.903,0.229,0.38,-0.135,5.238,12.064,1169.531,8.402,8.402,8.402,227.098,30644.011,2.21877,4977.448,4839.649,3773.124,4530.074,504.633,5710.309,7600,0.22005,5.03318,5,0.006637,0.00619,0.00619,0.00619,0.02367,-0.00972,-0.00972,-0.00972,0.00836,0.248644,0,0,0,28,4,0.00983416,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,73.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.553,18.761,233.808,0.18,17.962,18.451,18.155,19.394,233.575,0.765,-0.876,9,1.9,0.728,0.169,0.266,-0.282,5.352,11.956,1158.576,8.423,8.423,8.423,228.483,29730.294,2.15261,5024.008,4483.948,3703.495,4403.817,466.881,5759.616,7600,0.2172,4.89541,5,-0.020918,0.01175,0.01175,0.01175,0.02752,0.0139,0.0139,0.0139,0.00963,0.242156,0,0,0,28,4,0.00872976,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,73.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.271,18.736,230.024,0.18,19.192,18.879,17.974,19.395,228.16,0.769,-2.27,9,1.9,-0.079,0.112,-0.023,-0.848,5.074,11.984,1162.925,8.412,8.412,8.412,224.971,28645.069,2.07404,5116.521,4243.467,3840.274,4400.087,477.623,5439.66,7600,0.21409,5.03867,5,0.007734,0.0033,0.0033,0.0033,0.02165,-0.02111,-0.02111,-0.02111,-0.01467,0.284255,0,0,0,28,4,0.00751665,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,74,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.164,18.242,230.791,0.18,18.607,17.864,19.043,18.57,228.395,0.75,-0.646,9,1.9,0.911,0.124,0.28,-0.215,4.73,11.915,1156.836,8.338,8.338,8.338,226.089,28793.817,2.08481,5138.284,4032.955,4032.955,4401.398,491.257,5670.999,7600,0.2146,4.99453,5,-0.001095,-0.01143,-0.01143,-0.01143,0.02719,-0.03684,-0.03684,-0.03684,0.01385,0.253816,0,0,0,28,4,0.00769182,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,74.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.26,18.578,232.164,0.18,18.443,19.409,18.61,19.345,232.828,0.773,-1.917,9,1.9,0.223,0.083,0.113,-0.729,4.75,11.938,1157.143,8.388,8.388,8.388,227.44,28470.205,2.06138,5086.871,3836.853,4231.759,4385.161,467.806,5452.916,7600,0.2132,4.92824,5,-0.014352,-0.0015,-0.0015,-0.0015,0.02591,0.02483,0.02483,0.02483,-0.00321,0.282511,0,0,0,28,4,0.00733779,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,74.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.481,18.142,232.244,0.18,18.099,19.171,18.985,17.748,232.286,0.768,-1.174,9,1.9,0.648,0.051,0.193,-0.504,5.713,11.994,1164.918,8.346,8.346,8.346,226.567,29470.639,2.13381,4938.886,3588.801,4386.732,4304.806,477.337,5455.365,7600,0.21436,5.08571,5,0.017142,0.0093,0.0093,0.0093,0.03547,0.02699,0.02699,0.02699,0.02391,0.282189,0,0,0,28,4,0.00840873,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,75.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.655,18.848,230.955,0.18,18.925,18.405,19.424,18.521,231.529,0.75,-3.705,9,1.9,-0.646,0.01,-0.167,-1.254,4.95,12.002,1162.194,8.432,8.432,8.432,226.026,29775.501,2.15589,4957.583,3774.962,4822.267,4518.271,495.539,5707.675,7600,0.2141,5.07474,5,0.014949,0.01042,0.01042,0.01042,0.02215,0.0028,0.0028,0.0028,-0.0333,0.24899,0,0,0,28,4,0.00877989,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,75.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.88,18.625,232.685,0.18,18.875,19.475,18.487,19.269,233.736,0.747,-2.945,9,1.9,-0.229,0.002,-0.039,-1.021,5.26,11.976,1162.779,8.395,8.395,8.395,227.446,28958.659,2.09674,4644.189,3663.143,4918.659,4408.664,497.014,5538.029,7600,0.21247,5.06,5,0.012001,0.00001,0.00001,0.00001,0.02104,-0.02601,-0.02601,-0.02601,-0.00279,0.271312,0,0,0,28,4,0.00785566,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,76,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.804,18.491,231.936,0.18,18.696,19.203,18.417,17.864,232.409,0.754,-4.717,9,1.9,-1.184,-0.008,-0.266,-1.57,5.102,11.96,1158.971,8.406,8.406,8.406,226.85,31345.725,2.26958,4541.097,3887.581,5194.613,4541.097,435.677,5834.574,7600,0.2169,4.94527,5,-0.010947,0.02678,0.02678,0.02678,0.01643,0.06692,0.06692,0.06692,-0.01153,0.232293,0,0,0,28,4,0.01075898,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,76.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.807,19.236,231.652,0.18,19.023,18.228,18.75,19.125,231.682,0.754,-4.079,9,1.9,-0.994,-0.046,-0.226,-1.412,5.25,12.063,1168.854,8.484,8.484,8.484,226.437,31635.511,2.29056,4343.855,4069.561,5324.274,4579.23,496.696,5855.185,7600,0.21819,4.95074,5,-0.009852,0.01621,0.01621,0.01621,0.03524,-0.02642,-0.02642,-0.02642,0.04704,0.229581,0,0,0,28,4,0.01116368,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,76.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.48,19.003,230.422,0.18,19.016,18.863,18.695,18.153,229.275,0.774,-4.787,9,1.9,-1.276,-0.104,-0.312,-1.614,4.946,12.115,1176.448,8.445,8.445,8.445,225.502,31127.091,2.25375,4131.511,4266.788,5313.788,4570.696,495.395,5995.725,7600,0.21842,4.98109,5,-0.003781,0.00441,0.00441,0.00441,0.0258,-0.02951,-0.02951,-0.02951,-0.0236,0.211089,0,0,0,28,4,0.01048662,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,77.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.33,18.573,231.137,0.18,18.718,19.157,18.598,18.906,231.209,0.76,-3.665,9,1.9,-0.748,-0.121,-0.139,-1.325,4.188,12.029,1165.359,8.379,8.379,8.379,226.967,29106.217,2.10743,3851.062,4351.956,5075.809,4426.276,433.022,5664.528,7600,0.2151,5.03214,5,0.006428,-0.00951,-0.00951,-0.00951,0.01755,-0.03478,-0.03478,-0.03478,-0.02065,0.254667,0,0,0,28,4,0.00802012,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,77.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.524,19.164,231.701,0.18,18.771,19.431,19.027,19.842,233.421,0.747,-3.919,9,1.9,-0.998,-0.12,-0.163,-1.43,4.461,11.998,1165.974,8.466,8.466,8.466,227.267,31113.675,2.25278,3819.849,4658.97,5046.492,4508.437,459.059,5764.844,7600,0.21872,4.9758,5,-0.004841,0.00669,0.00669,0.00669,0.02614,0.0405,0.0405,0.0405,0.02148,0.241468,0,0,0,28,4,0.01044327,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,78,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.24,19.139,231.493,0.18,19.519,18.375,19.635,18.836,231.349,0.763,-3.313,9,1.9,-0.649,-0.162,-0.119,-1.145,5.231,12.077,1170.708,8.459,8.459,8.459,226.301,30262.757,2.19117,3721.686,4862.895,4862.895,4482.492,507.204,5776.002,7600,0.21802,4.931,5,-0.013801,0.00186,0.00186,0.00186,0.04013,-0.01209,-0.01209,-0.01209,0.03499,0.24,0,0,0,28,4,0.00936688,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,78.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.116,18.97,230.992,0.18,19.591,19.74,19.332,19.983,230.765,0.75,-2.649,9,1.9,-0.357,-0.172,-0.063,-0.925,5.856,12.043,1168.54,8.43,8.43,8.43,225.165,30852.957,2.2339,3657.494,4996.961,4573.795,4409.417,501.282,5508.582,7600,0.21929,5.0305,5,0.006101,-0.00626,-0.00626,-0.00626,0.02881,-0.0203,-0.0203,-0.0203,-0.0283,0.275187,0,0,0,28,4,0.01008386,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,78.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.827,19.335,231.534,0.18,19.541,19.809,19.352,19.038,231.578,0.765,-3.3,9,1.9,-0.833,-0.21,-0.067,-1.162,4.58,12.062,1170.999,8.482,8.482,8.482,226.975,30577.818,2.21398,3976.383,5233.338,4490.449,4566.723,444.41,5831.704,7600,0.21955,5.06818,5,0.013636,0.00162,0.00162,0.00162,0.02063,0.0197,0.0197,0.0197,-0.02045,0.23267,0,0,0,28,4,0.00975688,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,79.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.127,19.298,230.289,0.18,18.087,20.544,18.954,19.626,229.919,0.747,-1.924,9,1.9,-0.128,-0.205,0.159,-0.613,5.917,12.078,1170.078,8.461,8.461,8.461,224.416,30499.672,2.20832,3977.919,5233.496,4121.583,4444.333,526.109,5443.138,7600,0.2193,4.98666,5,-0.002667,-0.0144,-0.0144,-0.0144,0.04368,-0.04004,-0.04004,-0.04004,0.05763,0.283798,0,0,0,28,4,0.00963284,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,79.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.714,19.485,228.869,0.18,19.813,19.04,19.31,19.201,227.624,0.753,-2.398,9,1.9,-0.522,-0.214,0.024,-0.925,5.652,12.151,1179.417,8.497,8.497,8.497,223.244,31312.786,2.26719,4294.814,5299.918,4013.614,4536.115,509.202,5692.365,7600,0.22095,5.03203,5,0.006407,-0.00145,-0.00145,-0.00145,0.02627,0.03237,0.03237,0.03237,-0.04353,0.251005,0,0,0,28,4,0.0107074,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,80,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.878,19.222,231.409,0.18,18.296,19.338,18.924,20.331,229.674,0.773,-0.474,9,1.9,0.345,-0.249,0.355,-0.109,4.919,12.115,1174.883,8.444,8.444,8.444,226.521,29547.755,2.1394,4470.985,5116.949,3825.021,4470.985,430.643,5526.668,7600,0.21846,5.03787,5,0.007574,-0.02289,-0.02289,-0.02289,0.03092,-0.05359,-0.05359,-0.05359,0.01163,0.272807,0,0,0,28,4,0.00849815,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,80.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.804,19.279,228.508,0.18,19.181,19.55,19.199,19.64,226.652,0.755,0.653,9,1.9,1.012,-0.25,0.5,0.261,5.252,12.11,1178.442,8.486,8.486,8.486,223.282,31818.627,2.30382,4761.387,5035.713,3780.853,4525.984,496.754,5956.468,7600,0.2226,5.00347,5,0.000695,0.01275,0.01275,0.01275,0.02589,0.08908,0.08908,0.08908,-0.01259,0.216254,0,0,0,28,4,0.01143086,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,80.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.03,19.885,231.849,0.18,18.873,20.218,20.213,19.682,231.389,0.773,1.001,9,1.9,1.015,-0.311,0.542,0.436,5.562,12.132,1175.454,8.551,8.551,8.551,226.311,33355.175,2.41507,5020.757,4880.159,3791.98,4564.299,514.879,5996.437,7600,0.2266,5.04424,5,0.008849,0.00447,0.00447,0.00447,0.02447,-0.02069,-0.02069,-0.02069,-0.00355,0.210995,0,0,0,28,4,0.01377616,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,81.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.901,19.883,230.096,0.18,19.68,19.699,19.593,20.16,227.715,0.78,1.302,9,1.9,1.17,-0.258,0.572,0.507,4.683,12.14,1178.757,8.56,8.56,8.56,225.429,32758.209,2.37185,5199.982,4682.441,3934.529,4605.651,447.414,5910.071,7600,0.22446,5.12178,5,0.024355,0.01407,0.01407,0.01407,0.01543,0.024,0.024,0.024,-0.02259,0.222359,0,0,0,28,4,0.01281328,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,81.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.191,19.479,231.662,0.18,18.926,19.885,19.811,20.232,233.265,0.741,2.714,9,1.9,1.751,-0.282,0.807,0.89,5.419,12.102,1171.791,8.485,8.485,8.485,226.265,33540.639,2.4285,5478.881,4586.778,4174.788,4746.816,488.044,6288.374,7600,0.22636,5.00901,5,0.001802,-0.01276,-0.01276,-0.01276,0.02156,-0.06708,-0.06708,-0.06708,0.01532,0.172582,0,0,0,28,4,0.01411119,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,82,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.825,19.799,230.989,0.18,19.317,20.091,19.779,20.17,231.978,0.763,2.769,9,1.9,1.666,-0.258,0.857,0.958,4.812,12.147,1178.733,8.516,8.516,8.516,226.208,33919.019,2.4559,5487.084,4375.934,4375.934,4746.317,493.845,6384.426,7600,0.22655,4.99644,5,-0.000711,-0.01935,-0.01935,-0.01935,0.03089,-0.01646,-0.01646,-0.01646,0.02332,0.159944,0,0,0,28,4,0.01476196,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,82.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.615,19.845,231.147,0.18,20.522,19.356,19.339,19.842,230.705,0.753,2.82,9,1.9,1.566,-0.283,0.824,0.964,3.968,12.154,1181.303,8.519,8.519,8.519,227.192,32721.603,2.3692,5423.568,4236.746,4611.688,4757.334,444.156,6221.015,7600,0.22488,5.06186,5,0.012372,-0.02218,-0.02218,-0.02218,0.01289,-0.0071,-0.0071,-0.0071,-0.045,0.181445,0,0,0,28,4,0.01278987,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,82.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.787,20.192,231.095,0.18,19.614,19.915,19.539,18.671,231.775,0.766,3.202,9,1.9,1.648,-0.222,0.869,1.076,5.627,12.183,1183.029,8.571,8.571,8.571,225.496,34601.564,2.50532,5429.236,4086.161,4879.949,4798.448,474.859,6333.103,7600,0.22708,5.04028,5,0.008056,-0.01217,-0.01217,-0.01217,0.0286,0.02505,0.02505,0.02505,0.03926,0.166697,0,0,0,28,4,0.01596104,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,83.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.061,20.273,230.209,0.18,20.31,19.444,19.097,20.68,231.165,0.76,4.511,9,1.9,2.245,-0.217,1.071,1.528,4.491,12.148,1182.137,8.598,8.598,8.598,225.731,35590.438,2.57692,5275.581,4127.688,5144.239,4849.169,480.988,6670.188,7600,0.22877,4.9832,5,-0.00336,0.00566,0.00566,0.00566,0.01243,0.04458,0.04458,0.04458,-0.0404,0.122344,0,0,0,28,4,0.01788615,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,83.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.609,19.961,228.553,0.18,20.481,20.225,19.796,18.74,228.735,0.745,3.276,9,1.9,1.447,-0.224,0.888,1.151,3.625,12.144,1176.238,8.557,8.557,8.557,224.951,32822.143,2.37648,4911.102,4030.464,5157.481,4699.682,446.146,6152.625,7600,0.2239,5.00572,5,0.001143,0.00182,0.00182,0.00182,0.02283,-0.00961,-0.00961,-0.00961,0.026,0.190444,0,0,0,28,4,0.01293784,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,84,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,20.194,19.957,231.13,0.18,19.242,19.277,19.547,19.394,230.233,0.757,4.421,9,1.9,2.037,-0.205,1.076,1.543,4.828,12.107,1176.318,8.541,8.541,8.541,226.325,33827.901,2.4493,4720.32,4078.132,5362.507,4720.32,428.125,6471.752,7600,0.22533,5.09156,5,0.018311,-0.01373,-0.01373,-0.01373,0.02264,-0.03887,-0.03887,-0.03887,-0.00048,0.148454,0,0,0,28,4,0.01461236,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,84.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.262,19.648,230.469,0.18,19.48,19.102,19.564,20.192,229.904,0.77,5.212,9,1.9,2.359,-0.187,1.17,1.774,5.937,12.098,1172.948,8.541,8.541,8.541,224.568,35708.272,2.58545,4576.271,4290.168,5598.894,4821.778,518.078,6630.933,7600,0.22837,4.99542,5,-0.000917,0.02306,0.02306,0.02306,0.03654,0.09197,0.09197,0.09197,0.03475,0.127509,0,0,0,28,4,0.01811894,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,84.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,20.052,19.677,229.387,0.18,19.517,19.928,19.602,19.775,229.719,0.754,4.188,9,1.9,1.706,-0.162,1.001,1.444,5.47,12.079,1169.963,8.526,8.526,8.526,223.944,33894.118,2.4541,4305.376,4445.181,5527.23,4759.263,511.979,6373.294,7600,0.22459,5.03109,5,0.006217,0.00469,0.00469,0.00469,0.02802,-0.04594,-0.04594,-0.04594,-0.02132,0.161409,0,0,0,28,4,0.01471967,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,85.2,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,20.196,19.945,229.825,0.18,20.261,19.896,19.905,20.043,229.584,0.767,2.797,9,1.9,0.858,-0.17,0.829,0.981,4.572,12.121,1174.893,8.558,8.558,8.558,225.277,31777.826,2.30087,4072.003,4585.815,5328.338,4662.052,444.191,5973.055,7600,0.22092,4.97756,5,-0.004487,0.00437,0.00437,0.00437,0.02346,-0.00078,-0.00078,-0.00078,-0.01139,0.214072,0,0,0,28,4,0.01137062,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,85.6,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.17,19.926,230.274,0.18,19.646,19.468,20.467,19.33,230.48,0.777,2.653,9,1.9,0.795,-0.115,0.783,0.935,4.782,12.2,1186.056,8.529,8.529,8.529,225.52,31523.618,2.28246,3867.724,4724.607,5120.332,4570.888,468.776,6017.011,7600,0.21937,4.96599,5,-0.006802,-0.02213,-0.02213,-0.02213,0.02824,-0.06627,-0.06627,-0.06627,0.01194,0.208288,0,0,0,28,4,0.01102254,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,86,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,19.859,19.583,230.362,0.18,19.584,20.025,20.479,20.546,230.192,0.78,2.018,9,1.9,0.357,-0.109,0.705,0.748,4.472,12.154,1179.532,8.513,8.513,8.513,225.915,30105.102,2.17975,3759.817,4846.636,4846.636,4484.363,483.031,5661.847,7600,0.21666,4.87011,5,-0.025978,0.00272,0.00272,0.00272,0.02466,0.06213,0.06213,0.06213,-0.00896,0.25502,0,0,0,28,4,0.00916373,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,86.4,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,20.737,19.318,229.989,0.18,20.218,20.153,19.31,19.994,230.631,0.745,1.658,9,1.9,0.05,-0.061,0.639,0.559,5.858,12.052,1169.814,8.494,8.494,8.494,224.159,30497.966,2.2082,3641.923,4981.519,4558.313,4393.918,501.33,5490.145,7600,0.21643,5.0393,5,0.007861,0.01584,0.01584,0.01584,0.02805,0.0328,0.0328,0.0328,0.0085,0.277613,0,0,0,28,4,0.0096318,13811.249
E016,1401,test_release_sample,S4,combined_gust_wave,Extreme,Collective Pitch,86.8,recovery,0.1,0.4,75,0.025,35.93,41.77,8,19.5,18.974,20.475,230.601,0.18,20.263,19.879,18.915,18.888,230.876,0.743,1.02,9,1.9,-0.278,-0.043,0.572,0.399,4.312,12.152,1180.123,8.612,8.612,8.612,226.301,30585.407,2.21453,3995.093,5230.03,4500.154,4575.092,436.625,5789.469,7600,0.21623,5.01624,5,0.003249,-0.00513,-0.00513,-0.00513,0.01193,-0.05242,-0.05242,-0.05242,-0.04032,0.238228,0,0,0,28,4,0.00976193,13811.249
